Scheduled Arrival Time,minutes_early,line_ref,direction_ref,stop_point_ref,time,late bin,line_encoded,direction_encoded,stop_encoded,time_encoded,late_class
2019-07-24 16:32:02-07:00,1.1833333333333333,M,Inbound,15417,16.5,ontime or early,4,0,207,165,4
2019-07-24 16:24:43-07:00,-7.016666666666667,M,Outbound,16994,16.4,5-10 min late,4,1,427,164,2
2019-07-24 16:19:03-07:00,-12.766666666666667,N,Outbound,15121,16.3,10-20 min late,5,1,150,163,1
2019-07-24 16:16:00-07:00,-17.0,M,Outbound,16503,16.3,10-20 min late,4,1,391,163,1
2019-07-24 16:16:17-07:00,-16.95,M,Outbound,16226,16.3,10-20 min late,4,1,377,163,1
2019-07-24 16:39:25-07:00,-0.6,7,Inbound,13430,16.6,0-5 min late,3,0,13,166,3
2019-07-24 16:35:17-07:00,-4.766666666666667,M,Inbound,17449,16.6,0-5 min late,4,0,448,166,3
2019-07-24 16:38:59-07:00,-1.1166666666666667,14,Inbound,15577,16.6,0-5 min late,0,0,248,166,3
2019-07-24 16:40:03-07:00,-0.06666666666666667,7,Outbound,14946,16.7,0-5 min late,3,1,133,167,3
2019-07-24 16:41:03-07:00,0.9166666666666666,N,Inbound,15220,16.7,ontime or early,5,0,179,167,4
2019-07-24 16:38:50-07:00,-1.3333333333333333,14,Inbound,15575,16.6,0-5 min late,0,0,247,166,3
2019-07-24 16:37:25-07:00,-2.7666666666666666,7,Inbound,15327,16.6,0-5 min late,3,0,205,166,3
2019-07-24 16:41:00-07:00,0.7666666666666667,M,Inbound,17065,16.7,ontime or early,4,0,433,167,4
2019-07-24 16:28:35-07:00,-11.65,N,Outbound,15202,16.5,10-20 min late,5,1,163,165,1
2019-07-24 16:39:47-07:00,-0.4666666666666667,38,Outbound,15689,16.6,0-5 min late,2,1,311,166,3
2019-07-24 16:38:48-07:00,-1.45,7,Outbound,15741,16.6,0-5 min late,3,1,322,166,3
2019-07-24 16:43:02-07:00,2.7666666666666666,2,Outbound,16607,16.7,ontime or early,1,1,414,167,4
2019-07-24 16:42:07-07:00,1.8,2,Inbound,16021,16.7,ontime or early,1,0,356,167,4
2019-07-24 16:43:00-07:00,2.683333333333333,2,Inbound,16592,16.7,ontime or early,1,0,399,167,4
2019-07-24 16:39:08-07:00,-1.1833333333333333,2,Outbound,16596,16.6,0-5 min late,1,1,403,166,3
2019-07-24 16:41:00-07:00,0.6166666666666667,14,Outbound,15566,16.7,ontime or early,0,1,240,167,4
2019-07-24 16:40:10-07:00,-0.23333333333333334,14,Inbound,15561,16.7,0-5 min late,0,0,237,167,3
2019-07-24 16:33:43-07:00,-6.75,M,Inbound,16898,16.6,5-10 min late,4,0,423,166,2
2019-07-24 16:40:36-07:00,0.11666666666666667,7,Inbound,15758,16.7,ontime or early,3,0,336,167,4
2019-07-24 16:36:06-07:00,-4.4,2,Inbound,16016,16.6,0-5 min late,1,0,351,166,3
2019-07-24 16:41:16-07:00,0.7666666666666667,7,Outbound,15695,16.7,ontime or early,3,1,315,167,4
2019-07-24 16:41:03-07:00,0.5333333333333333,2,Outbound,16594,16.7,ontime or early,1,1,401,167,4
2019-07-24 16:48:39-07:00,8.083333333333334,38,Inbound,15814,16.8,ontime or early,2,0,345,168,4
2019-07-24 16:41:32-07:00,0.95,N,Inbound,15196,16.7,ontime or early,5,0,157,167,4
2019-07-24 16:17:27-07:00,-23.133333333333333,N,Outbound,16995,16.3,more than 20 min late,5,1,428,163,0
2019-07-24 16:43:29-07:00,2.8833333333333333,N,Inbound,17318,16.7,ontime or early,5,0,447,167,4
2019-07-24 16:30:43-07:00,-9.95,N,Outbound,16994,16.5,5-10 min late,5,1,427,165,2
2019-07-24 16:41:00-07:00,0.31666666666666665,14,Outbound,15545,16.7,ontime or early,0,1,227,167,4
2019-07-24 16:32:00-07:00,-8.716666666666667,M,Outbound,17217,16.5,5-10 min late,4,1,441,165,2
2019-07-24 16:46:00-07:00,5.25,38,Outbound,14755,16.8,ontime or early,2,1,115,168,4
2019-07-24 16:44:13-07:00,3.433333333333333,38,Inbound,15638,16.7,ontime or early,2,0,291,167,4
2019-07-24 16:24:00-07:00,-16.783333333333335,M,Outbound,16503,16.4,10-20 min late,4,1,391,164,1
2019-07-24 16:45:41-07:00,4.783333333333333,38,Inbound,14763,16.8,ontime or early,2,0,122,168,4
2019-07-24 16:40:44-07:00,-0.16666666666666666,38,Outbound,14767,16.7,0-5 min late,2,1,126,167,3
2019-07-24 16:33:56-07:00,-7.066666666666666,14,Outbound,15607,16.6,5-10 min late,0,1,274,166,2
2019-07-24 16:24:17-07:00,-16.75,M,Outbound,16226,16.4,10-20 min late,4,1,377,164,1
2019-07-24 16:50:33-07:00,0.48333333333333334,7,Inbound,15638,16.8,ontime or early,3,0,291,168,4
2019-07-24 16:49:32-07:00,-0.5333333333333333,7,Outbound,15326,16.8,0-5 min late,3,1,204,168,3
2019-07-24 16:47:11-07:00,-2.933333333333333,14,Outbound,15540,16.8,0-5 min late,0,1,222,168,3
2019-07-24 16:42:29-07:00,-7.65,14,Outbound,15597,16.7,5-10 min late,0,1,266,167,2
2019-07-24 16:45:53-07:00,-4.283333333333333,7,Inbound,14963,16.8,0-5 min late,3,0,146,168,3
2019-07-24 16:48:01-07:00,-2.1666666666666665,2,Outbound,15669,16.8,0-5 min late,1,1,305,168,3
2019-07-24 16:55:02-07:00,4.816666666666666,N,Inbound,15731,16.9,ontime or early,5,0,321,169,4
2019-07-24 16:25:14-07:00,-24.983333333333334,N,Outbound,17252,16.4,more than 20 min late,5,1,444,164,0
2019-07-24 16:49:25-07:00,-0.8166666666666667,N,Inbound,15214,16.8,0-5 min late,5,0,175,168,3
2019-07-24 16:38:22-07:00,-11.9,N,Outbound,15203,16.6,10-20 min late,5,1,164,166,1
2019-07-24 16:56:08-07:00,5.85,38,Inbound,14305,16.9,ontime or early,2,0,104,169,4
2019-07-24 16:52:38-07:00,2.3,14,Inbound,17299,16.9,ontime or early,0,0,445,169,4
2019-07-24 16:44:58-07:00,-5.383333333333334,M,Outbound,17125,16.7,5-10 min late,4,1,437,167,2
2019-07-24 16:51:29-07:00,1.1166666666666667,14,Outbound,15627,16.8,ontime or early,0,1,289,168,4
2019-07-24 16:52:03-07:00,1.6833333333333333,38,Outbound,14762,16.9,ontime or early,2,1,121,169,4
2019-07-24 16:59:12-07:00,8.8,7,Inbound,15646,17.0,ontime or early,3,0,296,170,4
2019-07-24 16:38:49-07:00,-11.616666666666667,N,Outbound,13914,16.6,10-20 min late,5,1,49,166,1
2019-07-24 16:51:11-07:00,0.7333333333333333,M,Inbound,13717,16.8,ontime or early,4,0,33,168,4
2019-07-24 16:51:20-07:00,0.8666666666666667,2,Outbound,17019,16.8,ontime or early,1,1,432,168,4
2019-07-24 16:50:00-07:00,-0.5,38,Outbound,15684,16.8,0-5 min late,2,1,310,168,3
2019-07-24 16:50:09-07:00,-0.4166666666666667,N,Inbound,13915,16.8,0-5 min late,5,0,50,168,3
2019-07-24 16:50:18-07:00,-0.2833333333333333,7,Outbound,15304,16.8,0-5 min late,3,1,196,168,3
2019-07-24 16:51:43-07:00,1.1,M,Inbound,16898,16.8,ontime or early,4,0,423,168,4
2019-07-24 16:44:29-07:00,-6.133333333333334,M,Inbound,15726,16.7,5-10 min late,4,0,317,167,2
2019-07-24 16:35:03-07:00,-15.566666666666666,M,Outbound,13387,16.6,10-20 min late,4,1,6,166,1
2019-07-24 16:51:23-07:00,0.75,14,Inbound,15567,16.8,ontime or early,0,0,241,168,4
2019-07-24 16:52:32-07:00,1.8666666666666667,38,Outbound,14271,16.9,ontime or early,2,1,77,169,4
2019-07-24 16:49:04-07:00,-1.6333333333333333,14,Inbound,15542,16.8,0-5 min late,0,0,224,168,3
2019-07-24 16:54:06-07:00,3.2,2,Inbound,16124,16.9,ontime or early,1,0,363,169,4
2019-07-24 16:51:06-07:00,0.2,2,Inbound,16016,16.8,ontime or early,1,0,351,168,4
2019-07-24 16:49:24-07:00,-1.5,38,Inbound,14266,16.8,0-5 min late,2,0,72,168,3
2019-07-24 16:34:23-07:00,-16.55,M,Outbound,16259,16.6,10-20 min late,4,1,379,166,1
2019-07-24 16:20:41-07:00,-30.266666666666666,7,Outbound,15657,16.3,more than 20 min late,3,1,303,163,0
2019-07-24 16:52:19-07:00,1.35,2,Outbound,16602,16.9,ontime or early,1,1,409,169,4
2019-07-24 16:52:13-07:00,1.1833333333333333,38,Inbound,15638,16.9,ontime or early,2,0,291,169,4
2019-07-24 16:44:43-07:00,-6.45,2,Inbound,16019,16.7,5-10 min late,1,0,354,167,2
2019-07-24 17:01:46-07:00,1.7166666666666666,14,Outbound,15573,17.0,ontime or early,0,1,245,170,4
2019-07-24 17:04:17-07:00,4.216666666666667,38,Outbound,14289,17.1,ontime or early,2,1,91,171,4
2019-07-24 17:04:56-07:00,4.85,2,Outbound,16611,17.1,ontime or early,1,1,418,171,4
2019-07-24 17:00:57-07:00,0.85,2,Inbound,16018,17.0,ontime or early,1,0,353,170,4
2019-07-24 17:01:19-07:00,1.1666666666666667,7,Inbound,15756,17.0,ontime or early,3,0,334,170,4
2019-07-24 17:02:23-07:00,2.1333333333333333,7,Inbound,15325,17.0,ontime or early,3,0,203,170,4
2019-07-24 17:03:00-07:00,2.6166666666666667,2,Outbound,16088,17.0,ontime or early,1,1,360,170,4
2019-07-24 17:04:54-07:00,4.416666666666667,2,Inbound,13647,17.1,ontime or early,1,0,30,171,4
2019-07-24 17:01:26-07:00,0.95,2,Inbound,16020,17.0,ontime or early,1,0,355,170,4
2019-07-24 17:02:47-07:00,2.25,38,Outbound,15689,17.0,ontime or early,2,1,311,170,4
2019-07-24 17:06:26-07:00,5.883333333333334,38,Inbound,16425,17.1,ontime or early,2,0,385,171,4
2019-07-24 17:03:30-07:00,2.8333333333333335,38,Outbound,13551,17.0,ontime or early,2,1,23,170,4
2019-07-24 17:00:09-07:00,-0.65,14,Inbound,15582,17.0,0-5 min late,0,0,252,170,3
2019-07-24 17:02:00-07:00,1.15,N,Inbound,15419,17.0,ontime or early,5,0,208,170,4
2019-07-24 17:07:13-07:00,5.95,38,Inbound,15638,17.1,ontime or early,2,0,291,171,4
2019-07-24 17:11:02-07:00,1.0333333333333334,M,Inbound,15731,17.2,ontime or early,4,0,321,172,4
2019-07-24 17:10:00-07:00,-0.016666666666666666,38,Outbound,14768,17.2,0-5 min late,2,1,127,172,3
2019-07-24 17:02:46-07:00,-7.25,M,Inbound,17111,17.0,5-10 min late,4,0,436,170,2
2019-07-24 17:08:02-07:00,-2.0833333333333335,N,Inbound,15197,17.1,0-5 min late,5,0,158,171,3
2019-07-24 17:10:47-07:00,0.65,38,Outbound,15689,17.2,ontime or early,2,1,311,172,4
2019-07-24 17:06:59-07:00,-3.216666666666667,14,Outbound,15568,17.1,0-5 min late,0,1,242,171,3
2019-07-24 17:09:54-07:00,-0.3333333333333333,2,Inbound,16590,17.2,0-5 min late,1,0,397,172,3
2019-07-24 17:12:40-07:00,2.433333333333333,38,Inbound,14266,17.2,ontime or early,2,0,72,172,4
2019-07-24 17:13:05-07:00,2.8333333333333335,7,Inbound,14951,17.2,ontime or early,3,0,136,172,4
2019-07-24 17:08:02-07:00,-2.2333333333333334,7,Outbound,15300,17.1,0-5 min late,3,1,192,171,3
2019-07-24 17:09:32-07:00,-0.7333333333333333,N,Outbound,15219,17.2,0-5 min late,5,1,178,172,3
2019-07-24 17:11:24-07:00,1.1166666666666667,N,Inbound,14506,17.2,ontime or early,5,0,107,172,4
2019-07-24 17:12:54-07:00,2.6,38,Outbound,16109,17.2,ontime or early,2,1,362,172,4
2019-07-24 17:06:51-07:00,-3.45,7,Outbound,14940,17.1,0-5 min late,3,1,129,171,3
2019-07-24 17:01:02-07:00,-9.283333333333333,14,Outbound,15619,17.0,5-10 min late,0,1,282,170,2
2019-07-24 17:12:00-07:00,1.65,14,Outbound,15552,17.2,ontime or early,0,1,232,172,4
2019-07-24 17:09:43-07:00,-0.6333333333333333,2,Inbound,16023,17.2,0-5 min late,1,0,358,172,3
2019-07-24 17:12:59-07:00,2.5833333333333335,7,Inbound,13425,17.2,ontime or early,3,0,8,172,4
2019-07-24 17:16:51-07:00,6.433333333333334,2,Outbound,16602,17.3,ontime or early,1,1,409,173,4
2019-07-24 17:11:04-07:00,0.5833333333333334,14,Inbound,15542,17.2,ontime or early,0,0,224,172,4
2019-07-24 17:14:43-07:00,4.216666666666667,2,Inbound,16586,17.2,ontime or early,1,0,393,172,4
2019-07-24 17:10:11-07:00,-0.3333333333333333,14,Inbound,15583,17.2,0-5 min late,0,0,253,172,3
2019-07-24 17:07:23-07:00,-3.1333333333333333,2,Outbound,14045,17.1,0-5 min late,1,1,57,171,3
2019-07-24 17:05:03-07:00,-5.55,7,Inbound,15651,17.1,5-10 min late,3,0,299,171,2
2019-07-24 17:02:02-07:00,-8.633333333333333,M,Inbound,16174,17.0,5-10 min late,4,0,370,170,2
2019-07-24 17:06:23-07:00,-4.333333333333333,14,Inbound,15567,17.1,0-5 min late,0,0,241,171,3
2019-07-24 17:10:43-07:00,0.0,2,Outbound,16501,17.2,0-5 min late,1,1,390,172,3
2019-07-24 17:01:43-07:00,-9.05,M,Outbound,16994,17.0,5-10 min late,4,1,427,170,2
2019-07-24 17:03:58-07:00,-6.9,M,Outbound,17125,17.0,5-10 min late,4,1,437,170,2
2019-07-24 17:11:00-07:00,-0.5166666666666667,38,Inbound,17954,17.2,0-5 min late,2,0,457,172,3
2019-07-24 17:14:13-07:00,2.533333333333333,38,Inbound,14264,17.2,ontime or early,2,0,70,172,4
2019-07-24 17:11:17-07:00,-8.783333333333333,M,Inbound,17449,17.2,5-10 min late,4,0,448,172,2
2019-07-24 17:17:18-07:00,-2.8,N,Outbound,15118,17.3,0-5 min late,5,1,147,173,3
2019-07-24 17:24:15-07:00,4.133333333333334,14,Outbound,15626,17.4,ontime or early,0,1,288,174,4
2019-07-24 17:17:00-07:00,-3.1333333333333333,14,Inbound,15571,17.3,0-5 min late,0,0,243,173,3
2019-07-24 17:19:32-07:00,-0.6166666666666667,14,Outbound,15528,17.3,0-5 min late,0,1,210,173,3
2019-07-24 17:16:30-07:00,-3.65,7,Outbound,13444,17.3,0-5 min late,3,1,18,173,3
2019-07-24 17:22:58-07:00,2.8,38,Inbound,14288,17.4,ontime or early,2,0,90,174,4
2019-07-24 17:18:24-07:00,-1.8,14,Outbound,15543,17.3,0-5 min late,0,1,225,173,3
2019-07-24 17:18:00-07:00,-2.25,N,Inbound,15239,17.3,0-5 min late,5,0,185,173,3
2019-07-24 17:25:26-07:00,5.166666666666667,2,Outbound,16098,17.4,ontime or early,1,1,361,174,4
2019-07-24 17:29:42-07:00,9.383333333333333,7,Inbound,13431,17.5,ontime or early,3,0,14,175,4
2019-07-24 17:18:50-07:00,-1.5,38,Outbound,14298,17.3,0-5 min late,2,1,98,173,3
2019-07-24 17:21:18-07:00,0.9333333333333333,14,Inbound,15586,17.4,ontime or early,0,0,256,174,4
2019-07-24 17:14:08-07:00,-6.233333333333333,38,Outbound,14301,17.2,5-10 min late,2,1,100,172,2
2019-07-24 17:22:00-07:00,1.6333333333333333,M,Inbound,15419,17.4,ontime or early,4,0,208,174,4
2019-07-24 17:19:52-07:00,-0.5166666666666667,38,Inbound,14281,17.3,0-5 min late,2,0,85,173,3
2019-07-24 17:23:00-07:00,2.566666666666667,38,Inbound,14756,17.4,ontime or early,2,0,116,174,4
2019-07-24 17:10:16-07:00,-10.2,M,Inbound,16172,17.2,10-20 min late,4,0,368,172,1
2019-07-24 17:08:09-07:00,-12.316666666666666,M,Outbound,16173,17.1,10-20 min late,4,1,369,171,1
2019-07-24 17:24:06-07:00,3.4833333333333334,2,Inbound,16124,17.4,ontime or early,1,0,363,174,4
2019-07-24 17:15:00-07:00,-5.616666666666666,M,Outbound,16996,17.2,5-10 min late,4,1,429,172,2
2019-07-24 17:21:00-07:00,0.38333333333333336,N,Outbound,13912,17.4,ontime or early,5,1,47,174,4
2019-07-24 17:19:54-07:00,-0.7666666666666667,2,Inbound,13647,17.3,0-5 min late,1,0,30,173,3
2019-07-24 17:23:11-07:00,2.5166666666666666,38,Outbound,14269,17.4,ontime or early,2,1,75,174,4
2019-07-24 17:22:00-07:00,1.3,14,Inbound,15571,17.4,ontime or early,0,0,243,174,4
2019-07-24 17:11:00-07:00,-9.733333333333333,N,Outbound,17219,17.2,5-10 min late,5,1,442,172,2
2019-07-24 17:23:38-07:00,2.8833333333333333,7,Inbound,14720,17.4,ontime or early,3,0,113,174,4
2019-07-24 17:19:43-07:00,-1.0333333333333334,M,Outbound,16994,17.3,0-5 min late,4,1,427,173,3
2019-07-24 17:17:18-07:00,-3.466666666666667,7,Outbound,13446,17.3,0-5 min late,3,1,20,173,3
2019-07-24 17:22:00-07:00,1.1666666666666667,2,Outbound,16606,17.4,ontime or early,1,1,413,174,4
2019-07-24 17:20:07-07:00,-0.8,N,Inbound,15122,17.3,0-5 min late,5,0,151,173,3
2019-07-24 17:30:25-07:00,9.433333333333334,7,Inbound,13430,17.5,ontime or early,3,0,13,175,4
2019-07-24 17:17:32-07:00,-3.5,2,Inbound,15638,17.3,0-5 min late,1,0,291,173,3
2019-07-24 17:15:42-07:00,-5.333333333333333,7,Outbound,14950,17.2,5-10 min late,3,1,135,172,2
2019-07-24 17:17:00-07:00,-4.033333333333333,N,Inbound,13913,17.3,0-5 min late,5,0,48,173,3
2019-07-24 17:16:28-07:00,-4.683333333333334,2,Outbound,16098,17.3,0-5 min late,1,1,361,173,3
2019-07-24 17:24:24-07:00,-5.616666666666666,14,Outbound,15543,17.4,5-10 min late,0,1,225,174,2
2019-07-24 17:27:15-07:00,-2.8,14,Inbound,15541,17.4,0-5 min late,0,0,223,174,3
2019-07-24 17:28:00-07:00,-2.0833333333333335,N,Inbound,15200,17.5,0-5 min late,5,0,161,175,3
2019-07-24 17:24:15-07:00,-5.866666666666666,7,Outbound,13441,17.4,5-10 min late,3,1,15,174,2
2019-07-24 17:28:00-07:00,-2.15,N,Outbound,15199,17.5,0-5 min late,5,1,160,175,3
2019-07-24 17:25:02-07:00,-5.133333333333334,2,Outbound,16598,17.4,5-10 min late,1,1,405,174,2
2019-07-24 17:18:17-07:00,-11.883333333333333,M,Inbound,17449,17.3,10-20 min late,4,0,448,173,1
2019-07-24 17:23:15-07:00,-6.966666666666667,7,Outbound,14718,17.4,5-10 min late,3,1,111,174,2
2019-07-24 17:31:13-07:00,0.9833333333333333,14,Outbound,15598,17.5,ontime or early,0,1,267,175,4
2019-07-24 17:25:54-07:00,-4.333333333333333,7,Outbound,15759,17.4,0-5 min late,3,1,337,174,3
2019-07-24 17:24:40-07:00,-5.583333333333333,14,Inbound,17945,17.4,5-10 min late,0,0,455,174,2
2019-07-24 17:31:45-07:00,1.5,2,Inbound,16608,17.5,ontime or early,1,0,415,175,4
2019-07-24 17:32:45-07:00,2.45,14,Outbound,15584,17.5,ontime or early,0,1,254,175,4
2019-07-24 17:31:13-07:00,0.9,N,Outbound,15198,17.5,ontime or early,5,1,159,175,4
2019-07-24 17:30:26-07:00,0.1,7,Inbound,15644,17.5,ontime or early,3,0,295,175,4
2019-07-24 17:32:47-07:00,2.433333333333333,38,Outbound,15689,17.5,ontime or early,2,1,311,175,4
2019-07-24 17:05:06-07:00,-25.25,N,Inbound,13212,17.1,more than 20 min late,5,0,1,171,0
2019-07-24 17:29:34-07:00,-0.8833333333333333,14,Inbound,15531,17.5,0-5 min late,0,0,213,175,3
2019-07-24 17:19:31-07:00,-11.016666666666667,M,Outbound,16175,17.3,10-20 min late,4,1,371,173,1
2019-07-24 17:28:33-07:00,-2.0,7,Inbound,15638,17.5,0-5 min late,3,0,291,175,3
2019-07-24 17:23:28-07:00,-7.116666666666666,M,Outbound,17125,17.4,5-10 min late,4,1,437,174,2
2019-07-24 17:31:00-07:00,0.36666666666666664,38,Inbound,14756,17.5,ontime or early,2,0,116,175,4
2019-07-24 17:32:44-07:00,2.1,38,Inbound,14268,17.5,ontime or early,2,0,74,175,4
2019-07-24 17:16:21-07:00,-14.316666666666666,M,Outbound,16268,17.3,10-20 min late,4,1,383,173,1
2019-07-24 17:31:38-07:00,0.95,N,Inbound,17318,17.5,ontime or early,5,0,447,175,4
2019-07-24 17:34:02-07:00,3.3,2,Inbound,16022,17.6,ontime or early,1,0,357,176,4
2019-07-24 17:31:13-07:00,0.48333333333333334,38,Inbound,15638,17.5,ontime or early,2,0,291,175,4
2019-07-24 17:32:03-07:00,1.3166666666666667,38,Outbound,14762,17.5,ontime or early,2,1,121,175,4
2019-07-24 17:31:01-07:00,0.25,2,Inbound,14044,17.5,ontime or early,1,0,56,175,4
2019-07-24 17:30:20-07:00,-0.43333333333333335,2,Outbound,16598,17.5,0-5 min late,1,1,405,175,3
2019-07-24 17:28:43-07:00,-2.0833333333333335,M,Inbound,16265,17.5,0-5 min late,4,0,381,175,3
2019-07-24 17:29:25-07:00,-1.45,N,Outbound,17145,17.5,0-5 min late,5,1,439,175,3
2019-07-24 17:31:10-07:00,0.18333333333333332,38,Outbound,14269,17.5,ontime or early,2,1,75,175,4
2019-07-24 17:41:02-07:00,10.016666666666667,7,Inbound,15299,17.7,ontime or early,3,0,191,177,4
2019-07-24 17:35:40-07:00,4.616666666666666,2,Outbound,14042,17.6,ontime or early,1,1,54,176,4
2019-07-24 17:22:00-07:00,-9.55,M,Inbound,16740,17.4,5-10 min late,4,0,422,174,2
2019-07-24 17:30:13-07:00,-9.816666666666666,38,Outbound,14302,17.5,5-10 min late,2,1,101,175,2
2019-07-24 17:41:41-07:00,1.65,N,Outbound,13914,17.7,ontime or early,5,1,49,177,4
2019-07-24 17:39:54-07:00,-0.16666666666666666,14,Outbound,15623,17.6,0-5 min late,0,1,285,176,3
2019-07-24 17:37:00-07:00,-3.066666666666667,2,Outbound,16606,17.6,0-5 min late,1,1,413,176,3
2019-07-24 17:40:36-07:00,0.38333333333333336,7,Inbound,15758,17.7,ontime or early,3,0,336,177,4
2019-07-24 17:42:06-07:00,1.8833333333333333,N,Inbound,13212,17.7,ontime or early,5,0,1,177,4
2019-07-24 17:35:25-07:00,-4.816666666666666,N,Outbound,17145,17.6,0-5 min late,5,1,439,176,3
2019-07-24 17:35:54-07:00,-4.35,7,Outbound,15759,17.6,0-5 min late,3,1,337,176,3
2019-07-24 17:36:59-07:00,-3.283333333333333,14,Outbound,15568,17.6,0-5 min late,0,1,242,176,3
2019-07-24 17:41:57-07:00,1.6666666666666667,2,Inbound,16610,17.7,ontime or early,1,0,417,177,4
2019-07-24 17:43:58-07:00,3.6666666666666665,N,Inbound,15210,17.7,ontime or early,5,0,171,177,4
2019-07-24 17:43:08-07:00,2.816666666666667,38,Inbound,14305,17.7,ontime or early,2,0,104,177,4
2019-07-24 17:34:15-07:00,-6.133333333333334,7,Outbound,13441,17.6,5-10 min late,3,1,15,176,2
2019-07-24 17:39:24-07:00,-1.0,14,Outbound,15543,17.6,0-5 min late,0,1,225,176,3
2019-07-24 17:44:05-07:00,3.6666666666666665,2,Inbound,16126,17.7,ontime or early,1,0,365,177,4
2019-07-24 17:40:00-07:00,-0.43333333333333335,N,Inbound,13913,17.7,0-5 min late,5,0,48,177,3
2019-07-24 17:33:18-07:00,-7.166666666666667,2,Outbound,16596,17.6,5-10 min late,1,1,403,176,2
2019-07-24 17:42:24-07:00,1.9333333333333333,38,Inbound,14291,17.7,ontime or early,2,0,93,177,4
2019-07-24 17:45:13-07:00,4.733333333333333,38,Outbound,14282,17.8,ontime or early,2,1,86,178,4
2019-07-24 17:41:00-07:00,0.48333333333333334,14,Inbound,15593,17.7,ontime or early,0,0,262,177,4
2019-07-24 17:39:40-07:00,-0.8666666666666667,14,Inbound,17945,17.6,0-5 min late,0,0,455,176,3
2019-07-24 17:36:44-07:00,-3.8,14,Inbound,15693,17.6,0-5 min late,0,0,313,176,3
2019-07-24 17:32:42-07:00,-7.85,2,Outbound,16599,17.5,5-10 min late,1,1,406,175,2
2019-07-24 17:39:12-07:00,-1.4833333333333334,7,Inbound,15646,17.6,0-5 min late,3,0,296,176,3
2019-07-24 17:30:09-07:00,-10.616666666666667,M,Outbound,13403,17.5,10-20 min late,4,1,7,175,1
2019-07-24 17:40:40-07:00,-0.11666666666666667,38,Inbound,14270,17.7,0-5 min late,2,0,76,177,3
2019-07-24 17:40:43-07:00,-0.06666666666666667,M,Inbound,16265,17.7,0-5 min late,4,0,381,177,3
2019-07-24 17:32:00-07:00,-8.85,38,Outbound,14757,17.5,5-10 min late,2,1,117,175,2
2019-07-24 17:35:33-07:00,-5.316666666666666,2,Inbound,16475,17.6,5-10 min late,1,0,386,176,2
2019-07-24 17:41:20-07:00,0.4,N,Outbound,15211,17.7,ontime or early,5,1,172,177,4
2019-07-24 17:39:59-07:00,-0.9666666666666667,7,Inbound,17757,17.6,0-5 min late,3,0,450,176,3
2019-07-24 17:41:28-07:00,0.5166666666666667,M,Outbound,17125,17.7,ontime or early,4,1,437,177,4
2019-07-24 17:33:32-07:00,-7.466666666666667,M,Inbound,15727,17.6,5-10 min late,4,0,318,176,2
2019-07-24 17:41:00-07:00,-0.6833333333333333,M,Inbound,17065,17.7,0-5 min late,4,0,433,177,3
2019-07-24 17:34:00-07:00,-8.3,M,Outbound,16503,17.6,5-10 min late,4,1,391,176,2
2019-07-24 17:45:38-07:00,-4.383333333333334,14,Inbound,15596,17.8,0-5 min late,0,0,265,178,3
2019-07-24 17:48:56-07:00,-1.1,N,Outbound,15209,17.8,0-5 min late,5,1,170,178,3
2019-07-24 17:49:46-07:00,-0.3,38,Inbound,14305,17.8,0-5 min late,2,0,104,178,3
2019-07-24 17:48:01-07:00,-2.066666666666667,14,Outbound,15562,17.8,0-5 min late,0,1,238,178,3
2019-07-24 17:42:00-07:00,-8.1,2,Outbound,13892,17.7,5-10 min late,1,1,41,177,2
2019-07-24 17:40:01-07:00,-10.1,38,Outbound,14760,17.7,10-20 min late,2,1,119,177,1
2019-07-24 17:53:32-07:00,3.3833333333333333,N,Inbound,15196,17.9,ontime or early,5,0,157,179,4
2019-07-24 17:39:31-07:00,-10.65,M,Outbound,16175,17.6,10-20 min late,4,1,371,176,1
2019-07-24 17:50:32-07:00,0.35,14,Outbound,15528,17.8,ontime or early,0,1,210,178,4
2019-07-24 17:48:24-07:00,-1.7833333333333334,14,Outbound,15543,17.8,0-5 min late,0,1,225,178,3
2019-07-24 17:02:42-07:00,-47.483333333333334,7,Outbound,15310,17.0,more than 20 min late,3,1,201,170,0
2019-07-24 17:45:00-07:00,-5.183333333333334,7,Outbound,15694,17.8,5-10 min late,3,1,314,178,2
2019-07-24 17:43:58-07:00,-6.216666666666667,M,Outbound,13376,17.7,5-10 min late,4,1,4,177,2
2019-07-24 17:51:00-07:00,0.7833333333333333,14,Inbound,15535,17.8,ontime or early,0,0,217,178,4
2019-07-24 17:51:00-07:00,0.7833333333333333,M,Outbound,13358,17.8,ontime or early,4,1,2,178,4
2019-07-24 17:51:32-07:00,1.3166666666666667,N,Outbound,15219,17.8,ontime or early,5,1,178,178,4
2019-07-24 17:44:48-07:00,-5.45,38,Outbound,14725,17.7,5-10 min late,2,1,114,177,2
2019-07-24 17:48:00-07:00,-2.283333333333333,2,Inbound,16592,17.8,0-5 min late,1,0,399,178,3
2019-07-24 17:48:01-07:00,-2.2666666666666666,2,Outbound,15669,17.8,0-5 min late,1,1,305,178,3
2019-07-24 17:50:16-07:00,-0.03333333333333333,38,Inbound,14268,17.8,0-5 min late,2,0,74,178,3
2019-07-24 17:50:13-07:00,-0.15,14,Inbound,15557,17.8,0-5 min late,0,0,235,178,3
2019-07-24 17:51:06-07:00,0.7333333333333333,2,Inbound,16016,17.8,ontime or early,1,0,351,178,4
